Date,Open,High,Low,Close,Adj Close,Volume
2018-01-31,163.10000610351562,164.75,162.3000030517578,163.1999969482422,152.30564880371094,1226497
2018-02-01,164.1999969482422,164.35000610351562,161.85000610351562,162.25,151.41908264160156,1050211
2018-02-02,160.9499969482422,161.0,158.0,158.14999389648438,147.59275817871094,1357214
2018-02-05,156.5,158.35000610351562,154.60000610351562,157.14999389648438,146.6595001220703,1574436
2018-02-06,150.10000610351562,154.39999389648438,150.10000610351562,152.14999389648438,141.99327087402344,3615438
2018-02-07,155.8000030517578,156.0,153.5500030517578,155.6999969482422,145.3063201904297,1831053
2018-02-08,152.85000610351562,153.89999389648438,147.1999969482422,148.0,138.1203155517578,2048777
2018-02-09,147.6999969482422,150.85000610351562,145.89999389648438,147.1999969482422,137.37376403808594,2304425
2018-02-12,150.0,151.1999969482422,148.8000030517578,150.85000610351562,140.7800750732422,1649973
2018-02-13,151.0,151.14999389648438,148.8000030517578,149.39999389648438,139.42686462402344,1071300
2018-02-14,150.3000030517578,153.0,147.89999389648438,152.6999969482422,142.50657653808594,1338162
2018-02-15,154.0,155.0,153.0500030517578,154.3000030517578,143.99978637695312,1175153
2018-02-16,155.85000610351562,156.1999969482422,154.9499969482422,155.8000030517578,145.39964294433594,1400079
2018-02-19,155.64999389648438,155.64999389648438,153.75,154.25,143.95310974121094,616159
2018-02-20,154.25,159.5500030517578,153.25,159.25,148.61929321289062,1152040
2018-02-21,158.85000610351562,159.8000030517578,157.14999389648438,159.35000610351562,148.71266174316406,951519
2018-02-22,157.60000610351562,159.1999969482422,156.64999389648438,157.5500030517578,147.03282165527344,1109392
2018-02-23,158.25,158.75,156.9499969482422,158.5500030517578,147.96609497070312,785685
2018-02-26,160.60000610351562,163.14999389648438,159.75,161.5,150.71913146972656,1330102
2018-02-27,162.5,163.4499969482422,161.10000610351562,162.10000610351562,151.27908325195312,1006083
2018-02-28,161.64999389648438,162.75,161.3000030517578,161.3000030517578,150.53250122070312,1188455
2018-03-01,160.8000030517578,160.9499969482422,156.39999389648438,158.5,147.91941833496094,1475960
2018-03-02,155.75,156.3000030517578,153.5500030517578,154.35000610351562,144.0464324951172,1553439
2018-03-05,155.0,160.4499969482422,154.85000610351562,159.8000030517578,149.1326141357422,1352942
2018-03-06,161.60000610351562,163.0,160.75,162.35000610351562,151.51235961914062,1528316
2018-03-07,162.0,165.9499969482422,161.14999389648438,165.64999389648438,154.5920867919922,1624127
2018-03-08,166.4499969482422,167.6999969482422,165.6999969482422,167.0500030517578,155.898681640625,1209107
2018-03-09,166.60000610351562,169.4499969482422,166.3000030517578,169.1999969482422,157.90513610839844,1266319
2018-03-12,171.0,172.8000030517578,169.5500030517578,171.89999389648438,160.42489624023438,1348386
2018-03-13,171.60000610351562,172.60000610351562,168.60000610351562,169.5500030517578,158.23175048828125,1553804
2018-03-14,168.35000610351562,171.9499969482422,168.35000610351562,170.10000610351562,158.74505615234375,1218442
2018-03-15,171.75,174.5500030517578,171.5,173.64999389648438,162.0580596923828,1608303
2018-03-16,173.5500030517578,174.85000610351562,172.9499969482422,174.1999969482422,162.57131958007812,7761319
2018-03-19,174.1999969482422,174.35000610351562,170.64999389648438,171.4499969482422,160.0049285888672,1427831
2018-03-20,171.4499969482422,174.4499969482422,170.5500030517578,173.64999389648438,162.0580596923828,1266021
2018-03-21,173.5,175.25,173.3000030517578,174.3000030517578,162.66468811035156,1149703
2018-03-22,173.0500030517578,175.0500030517578,167.25,169.10000610351562,157.8118133544922,1764292
2018-03-23,166.60000610351562,167.14999389648438,162.4499969482422,163.5,152.5856170654297,1901342
2018-03-26,164.0,166.0,162.39999389648438,163.39999389648438,152.4922637939453,1318163
2018-03-27,168.35000610351562,169.0,166.10000610351562,166.60000610351562,155.47866821289062,1331769
2018-03-28,162.0,162.89999389648438,156.5500030517578,159.0500030517578,148.4326934814453,2528586
2018-03-29,160.0,161.10000610351562,157.3000030517578,160.14999389648438,149.45924377441406,1448405
2018-04-03,157.85000610351562,162.89999389648438,157.1999969482422,162.3000030517578,151.4657440185547,1538232
2018-04-04,162.0,162.10000610351562,155.5,157.0,146.51951599121094,1901451
2018-04-05,162.5,164.3000030517578,161.1999969482422,164.0,153.05227661132812,1465876
2018-04-06,161.5,161.75,160.0,161.1999969482422,150.43914794921875,1357591
2018-04-09,160.25,162.75,159.85000610351562,162.75,151.88568115234375,893307
2018-04-10,164.0,166.1999969482422,163.60000610351562,165.5500030517578,154.498779296875,1140339
2018-04-11,165.9499969482422,167.0,163.5500030517578,165.8000030517578,154.73208618164062,934413
2018-04-12,165.6999969482422,168.39999389648438,165.10000610351562,167.64999389648438,156.45860290527344,1339495
2018-04-13,167.14999389648438,167.5,165.89999389648438,167.5,156.31861877441406,1076193
2018-04-16,167.60000610351562,169.60000610351562,166.25,166.3000030517578,155.19869995117188,909472
2018-04-17,167.6999969482422,170.0,167.39999389648438,169.75,158.41844177246094,1407237
2018-04-18,167.0,172.8000030517578,163.85000610351562,166.25,155.1520233154297,2181983
2018-04-19,166.5500030517578,166.75,159.89999389648438,160.75,150.0191650390625,1709868
2018-04-20,158.0,160.14999389648438,156.75,158.0500030517578,147.49942016601562,2481488
2018-04-23,157.64999389648438,159.89999389648438,156.8000030517578,159.89999389648438,149.22596740722656,1145204
2018-04-24,156.6999969482422,161.25,156.39999389648438,159.9499969482422,149.2725830078125,1275989
2018-04-25,159.0,159.9499969482422,156.1999969482422,158.60000610351562,148.01272583007812,1520199
2018-04-26,158.5500030517578,161.14999389648438,158.25,160.6999969482422,149.9725341796875,1244332
2018-04-27,160.85000610351562,161.9499969482422,158.14999389648438,159.25,149.9254608154297,1249901
2018-04-30,158.60000610351562,158.60000610351562,156.39999389648438,157.5,148.27793884277344,1237468
2018-05-02,158.5,160.39999389648438,158.5,159.75,150.3961944580078,1500856
2018-05-03,160.0,160.89999389648438,159.14999389648438,159.5,150.1608428955078,1286339
2018-05-04,160.89999389648438,162.0500030517578,159.75,161.60000610351562,152.13787841796875,1181667
2018-05-07,163.10000610351562,164.1999969482422,162.60000610351562,163.1999969482422,153.64418029785156,858318
2018-05-08,163.1999969482422,163.4499969482422,161.89999389648438,162.8000030517578,153.26759338378906,839336
2018-05-09,162.8000030517578,165.60000610351562,162.64999389648438,165.60000610351562,155.90365600585938,880754
2018-05-10,166.10000610351562,167.75,166.10000610351562,167.3000030517578,157.50413513183594,778826
2018-05-11,167.6999969482422,168.89999389648438,166.60000610351562,167.25,157.45704650878906,789758
2018-05-14,167.35000610351562,169.5,167.0,169.25,159.33995056152344,781788
2018-05-15,169.0,170.5,168.14999389648438,169.10000610351562,159.19874572753906,1262417
2018-05-16,168.8000030517578,171.1999969482422,168.4499969482422,171.0,160.98745727539062,961942
2018-05-17,171.0,173.14999389648438,170.64999389648438,173.14999389648438,163.01156616210938,1009423
2018-05-18,171.8000030517578,172.60000610351562,167.0,169.1999969482422,159.29287719726562,2041423
2018-05-21,169.89999389648438,172.14999389648438,169.3000030517578,171.0500030517578,161.03457641601562,715206
2018-05-22,171.5,172.85000610351562,171.14999389648438,172.0500030517578,161.97601318359375,878276
2018-05-23,171.6999969482422,171.75,168.89999389648438,170.10000610351562,160.1401824951172,1087709
2018-05-24,170.35000610351562,173.10000610351562,169.39999389648438,170.1999969482422,160.2343292236328,1016664
2018-05-25,172.0500030517578,172.60000610351562,170.3000030517578,172.14999389648438,162.07015991210938,1176849
2018-05-28,173.4499969482422,174.0,170.35000610351562,170.9499969482422,160.94039916992188,633201
2018-05-29,170.4499969482422,171.39999389648438,168.8000030517578,169.85000610351562,159.9048309326172,1353387
2018-05-30,169.75,170.6999969482422,168.5500030517578,169.6999969482422,159.76361083984375,1046319
2018-05-31,170.35000610351562,170.6999969482422,167.39999389648438,167.39999389648438,157.5982666015625,3367764
2018-06-01,168.85000610351562,172.0500030517578,168.4499969482422,172.0500030517578,161.97601318359375,1212136
2018-06-04,173.4499969482422,174.39999389648438,172.64999389648438,173.1999969482422,163.05862426757812,926873
2018-06-05,174.5,181.4499969482422,174.14999389648438,178.3000030517578,167.86007690429688,1917082
2018-06-06,179.0500030517578,181.10000610351562,177.5500030517578,180.0,169.46051025390625,1210832
2018-06-07,181.0,181.75,176.1999969482422,177.3000030517578,166.9185791015625,1228550
2018-06-08,176.39999389648438,176.89999389648438,174.35000610351562,175.64999389648438,165.3651885986328,1120397
2018-06-11,176.5,178.60000610351562,176.0500030517578,178.0,167.57760620117188,988799
2018-06-12,179.4499969482422,179.6999969482422,175.85000610351562,177.39999389648438,167.01272583007812,1140433
2018-06-13,179.5,182.60000610351562,179.0,182.1999969482422,171.5316619873047,1372058
2018-06-14,181.5,186.10000610351562,180.85000610351562,185.60000610351562,174.7326202392578,1247965
2018-06-15,186.60000610351562,188.85000610351562,184.14999389648438,184.14999389648438,173.36749267578125,1984269
2018-06-18,183.6999969482422,183.9499969482422,179.75,181.8000030517578,171.1551055908203,1187508
2018-06-19,177.8000030517578,178.14999389648438,174.5,176.75,166.40078735351562,1457886
2018-06-20,178.1999969482422,179.0,176.64999389648438,177.35000610351562,166.96568298339844,1052048
2018-06-21,179.0,179.60000610351562,175.14999389648438,176.8000030517578,166.44786071777344,1194464
2018-06-22,177.5,178.75,175.64999389648438,177.35000610351562,166.96568298339844,1144290
2018-06-25,176.0,176.64999389648438,168.39999389648438,168.39999389648438,158.5397186279297,1062580
2018-06-26,170.0,172.25,169.4499969482422,169.60000610351562,159.66944885253906,1120961
2018-06-27,170.39999389648438,172.6999969482422,168.0500030517578,170.75,160.7521209716797,1061002
2018-06-28,169.0,170.6999969482422,164.39999389648438,165.8000030517578,156.09197998046875,1358323
2018-06-29,170.0,171.5,169.10000610351562,169.6999969482422,159.76361083984375,1439273
2018-07-02,166.39999389648438,169.10000610351562,165.5500030517578,166.64999389648438,156.8921661376953,1202139
2018-07-03,168.39999389648438,168.75,164.89999389648438,167.0,157.2216796875,948942
2018-07-04,165.25,165.9499969482422,163.14999389648438,164.89999389648438,155.24464416503906,727794
2018-07-05,163.5,167.64999389648438,163.5,166.9499969482422,157.17462158203125,1013537
2018-07-06,168.0,168.0,164.3000030517578,167.0500030517578,157.26878356933594,1089507
2018-07-09,168.39999389648438,171.3000030517578,168.0500030517578,168.8000030517578,158.91627502441406,1039204
2018-07-10,169.60000610351562,171.35000610351562,169.0500030517578,170.5,160.5167999267578,826989
2018-07-11,168.0500030517578,169.25,167.0500030517578,167.10000610351562,157.3158721923828,1077184
2018-07-12,167.5,170.0,166.64999389648438,170.0,160.0460205078125,772353
2018-07-13,171.25,173.4499969482422,170.5500030517578,170.9499969482422,160.94039916992188,1025806
2018-07-16,171.5,172.0500030517578,170.10000610351562,171.10000610351562,161.08160400390625,799513
2018-07-17,170.85000610351562,172.6999969482422,169.1999969482422,172.0500030517578,161.97601318359375,1006350
2018-07-18,182.35000610351562,187.39999389648438,179.39999389648438,186.0500030517578,175.15626525878906,2960327
2018-07-19,187.0,187.85000610351562,184.25,186.0,175.1091766357422,1207868
2018-07-20,185.10000610351562,189.10000610351562,183.1999969482422,188.4499969482422,177.41571044921875,1763768
2018-07-23,188.39999389648438,188.39999389648438,185.4499969482422,187.39999389648438,176.4272003173828,736637
2018-07-24,189.25,189.5,186.0,186.10000610351562,175.20330810546875,987811
2018-07-25,184.4499969482422,184.85000610351562,183.0500030517578,184.5500030517578,173.74411010742188,1593068
2018-07-26,185.60000610351562,186.60000610351562,183.85000610351562,185.1999969482422,174.3560333251953,1201791
2018-07-27,185.1999969482422,186.6999969482422,184.75,185.89999389648438,175.01504516601562,819576
2018-07-30,183.5,185.4499969482422,183.0500030517578,184.10000610351562,173.3204345703125,877454
2018-07-31,184.35000610351562,184.8000030517578,183.0,183.5,172.7555694580078,1062849
2018-08-01,184.10000610351562,185.0,182.8000030517578,183.75,172.9908905029297,937161
2018-08-02,182.10000610351562,184.60000610351562,181.5,184.5,173.69703674316406,1102659
2018-08-03,185.25,187.1999969482422,183.5,183.85000610351562,173.08506774902344,840126
2018-08-06,184.8000030517578,185.4499969482422,183.64999389648438,184.5500030517578,173.74411010742188,794259
2018-08-07,185.60000610351562,185.89999389648438,184.35000610351562,184.75,173.932373046875,709996
2018-08-08,184.5,185.5500030517578,183.64999389648438,184.64999389648438,173.83824157714844,689834
2018-08-09,183.89999389648438,184.64999389648438,183.0,183.0,172.2848358154297,825646
2018-08-10,180.6999969482422,181.8000030517578,178.64999389648438,179.1999969482422,168.70733642578125,1487699
2018-08-13,178.6999969482422,180.35000610351562,177.5,180.0500030517578,169.50759887695312,895376
2018-08-14,180.89999389648438,182.60000610351562,180.5,180.9499969482422,170.3548583984375,867966
2018-08-15,181.0,181.77999877929688,173.60000610351562,174.0399932861328,163.84942626953125,1336517
2018-08-16,175.5,175.94000244140625,173.60000610351562,173.89999389648438,163.71768188476562,1021286
2018-08-17,172.33999633789062,172.77999877929688,170.0,171.67999267578125,161.62765502929688,1324125
2018-08-20,172.72000122070312,174.67999267578125,172.33999633789062,173.27999877929688,163.13394165039062,782519
2018-08-21,173.39999389648438,174.24000549316406,173.1999969482422,173.52000427246094,163.3599090576172,789928
2018-08-22,173.22000122070312,173.8000030517578,171.82000732421875,172.8800048828125,162.75738525390625,911805
2018-08-23,173.4600067138672,174.83999633789062,173.16000366210938,173.3000030517578,163.1527862548828,747696
2018-08-24,173.66000366210938,174.97999572753906,173.33999633789062,174.39999389648438,164.18838500976562,767543
2018-08-27,175.5399932861328,178.3800048828125,175.3800048828125,178.02000427246094,167.59645080566406,822870
2018-08-28,178.3000030517578,179.27999877929688,175.82000732421875,175.82000732421875,165.52525329589844,1105882
2018-08-29,176.32000732421875,177.3800048828125,175.16000366210938,177.10000610351562,166.73031616210938,920507
2018-08-30,177.1199951171875,177.4199981689453,175.5399932861328,176.6999969482422,166.3537139892578,889335
2018-08-31,175.63999938964844,176.10000610351562,174.82000732421875,175.66000366210938,165.3746337890625,417584
2018-09-03,176.5,178.72000122070312,174.82000732421875,177.3800048828125,166.99392700195312,851043
2018-09-04,178.0,178.4600067138672,171.3000030517578,171.6999969482422,161.646484375,1521069
2018-09-05,171.0,172.1999969482422,167.27999877929688,167.32000732421875,157.52293395996094,1749163
2018-09-06,165.97999572753906,166.66000366210938,158.72000122070312,159.66000366210938,150.3114776611328,2531932
2018-09-07,158.75999450683594,159.02000427246094,155.1999969482422,159.02000427246094,149.70895385742188,2212857
2018-09-10,157.25999450683594,162.55999755859375,157.22000122070312,160.1999969482422,150.81983947753906,1935792
2018-09-11,161.25999450683594,161.6199951171875,156.55999755859375,157.77999877929688,148.54153442382812,1465895
2018-09-12,158.27999877929688,158.3000030517578,148.5800018310547,151.83999633789062,142.94937133789062,3140330
2018-09-13,152.44000244140625,157.27999877929688,151.66000366210938,156.39999389648438,147.24237060546875,2521846
2018-09-14,158.17999267578125,158.8000030517578,156.8000030517578,157.3800048828125,148.16497802734375,1663925
2018-09-17,157.6999969482422,158.5,156.52000427246094,157.5800018310547,148.35328674316406,1410782
2018-09-18,157.5800018310547,160.25999450683594,156.17999267578125,160.25999450683594,150.87632751464844,1620462
2018-09-19,160.8800048828125,161.32000732421875,159.67999267578125,161.0399932861328,151.6106719970703,1399815
2018-09-20,162.17999267578125,163.3800048828125,160.52000427246094,161.9199981689453,152.43914794921875,1690994
2018-09-21,163.10000610351562,163.10000610351562,159.9600067138672,161.67999267578125,152.2132110595703,2572957
2018-09-24,160.6199951171875,162.3800048828125,160.0,162.13999938964844,152.64625549316406,920248
2018-09-25,162.82000732421875,164.16000366210938,161.27999877929688,162.25999450683594,152.75921630859375,1072883
2018-09-26,162.47999572753906,162.83999633789062,159.1199951171875,161.5399932861328,152.08139038085938,1277919
2018-09-27,160.83999633789062,162.44000244140625,159.66000366210938,162.44000244140625,152.92868041992188,1014466
2018-09-28,162.0,163.17999267578125,159.17999267578125,160.89999389648438,151.4788818359375,1528663
2018-10-01,162.5,165.89999389648438,162.0800018310547,164.89999389648438,155.24464416503906,1043146
2018-10-02,163.55999755859375,166.4199981689453,161.8000030517578,165.72000122070312,156.0166015625,1146932
2018-10-03,166.5800018310547,166.75999450683594,164.67999267578125,164.8800048828125,155.225830078125,872840
2018-10-04,165.4600067138672,166.0,161.6999969482422,162.8000030517578,153.26759338378906,1214285
2018-10-05,162.9199981689453,162.94000244140625,159.16000366210938,160.25999450683594,150.87632751464844,1266483
2018-10-08,159.86000061035156,160.02000427246094,157.44000244140625,157.74000549316406,148.50392150878906,1120827
2018-10-09,158.6199951171875,159.82000732421875,155.0399932861328,159.1199951171875,149.8030548095703,1175660
2018-10-10,158.60000610351562,158.60000610351562,150.0399932861328,150.36000061035156,141.55604553222656,2257935
2018-10-11,144.22000122070312,155.67999267578125,140.33999633789062,150.0,141.217041015625,3207614
2018-10-12,157.13999938964844,157.13999938964844,148.75999450683594,149.3800048828125,140.6333465576172,2135748
2018-10-15,149.77999877929688,150.60000610351562,147.13999938964844,150.17999267578125,141.3865203857422,1356426
2018-10-16,150.0,155.25999450683594,149.5399932861328,155.0,145.92433166503906,1571398
2018-10-17,164.5,166.16000366210938,159.82000732421875,160.3800048828125,150.9893035888672,3173648
2018-10-18,158.5800018310547,160.13999938964844,155.32000732421875,155.32000732421875,146.22560119628906,1788881
2018-10-19,156.24000549316406,157.75999450683594,152.55999755859375,153.82000732421875,144.81344604492188,2187478
2018-10-22,155.39999389648438,157.0,151.86000061035156,152.77999877929688,143.83432006835938,1248756
2018-10-23,149.9600067138672,150.10000610351562,143.63999938964844,147.86000061035156,139.20236206054688,2709561
2018-10-24,148.72000122070312,149.66000366210938,142.0399932861328,142.4600067138672,134.1185760498047,2510631
2018-10-25,139.10000610351562,148.0,138.25999450683594,147.52000427246094,138.88230895996094,2162234
2018-10-26,146.5399932861328,146.5399932861328,142.63999938964844,145.9600067138672,137.4136199951172,2234011
2018-10-29,147.0,149.86000061035156,145.16000366210938,145.22000122070312,136.71697998046875,1259575
2018-10-30,145.9199981689453,148.9199981689453,144.6199951171875,147.74000549316406,139.08941650390625,2018426
2018-10-31,149.0,152.22000122070312,148.72000122070312,150.9199981689453,142.083251953125,2122032
2018-11-01,152.5,152.67999267578125,148.86000061035156,151.9600067138672,143.06234741210938,1871232
2018-11-02,155.0,158.10000610351562,152.22000122070312,152.89999389648438,143.94729614257812,2057043
2018-11-05,153.0,153.25999450683594,148.8000030517578,150.27999877929688,141.4806671142578,1319378
2018-11-06,151.6199951171875,155.55999755859375,149.0800018310547,154.47999572753906,145.43475341796875,1784185
2018-11-07,154.47999572753906,156.0,153.3800048828125,154.74000549316406,145.67953491210938,1721647
2018-11-08,159.0,159.24000549316406,152.82000732421875,153.63999938964844,144.6439666748047,2011603
2018-11-09,152.66000366210938,152.97999572753906,150.5399932861328,152.22000122070312,143.30706787109375,1593001
2018-11-12,155.25999450683594,155.6199951171875,148.24000549316406,148.89999389648438,140.18148803710938,1945673
2018-11-13,150.39999389648438,153.83999633789062,149.4600067138672,153.16000366210938,144.19204711914062,1616497
2018-11-14,151.02000427246094,154.24000549316406,149.02000427246094,153.02000427246094,144.06027221679688,1523510
2018-11-15,153.0,153.33999633789062,149.47999572753906,152.3000030517578,143.38243103027344,1859463
2018-11-16,152.9600067138672,153.36000061035156,147.4600067138672,147.74000549316406,139.08941650390625,3021457
2018-11-19,148.5399932861328,150.47999572753906,143.8000030517578,143.9600067138672,135.53074645996094,1704676
2018-11-20,141.5,142.5800018310547,136.27999877929688,141.27999877929688,133.00762939453125,2904959
2018-11-21,144.0,146.05999755859375,142.72000122070312,145.3000030517578,136.7922821044922,2044635
2018-11-22,144.3000030517578,144.52000427246094,142.33999633789062,142.74000549316406,134.3822021484375,977063
2018-11-23,144.0,144.97999572753906,142.33999633789062,144.5,136.0391082763672,1229309
2018-11-26,147.0,148.75999450683594,144.6999969482422,146.66000366210938,138.07266235351562,1715642
2018-11-27,147.5,148.9199981689453,146.17999267578125,148.5800018310547,139.88023376464844,1444513
2018-11-28,149.17999267578125,151.5399932861328,148.47999572753906,149.86000061035156,141.0852813720703,1450366
2018-11-29,152.67999267578125,153.27999877929688,150.17999267578125,151.24000549316406,142.38446044921875,1647261
2018-11-30,149.60000610351562,150.32000732421875,148.02000427246094,149.10000610351562,140.36978149414062,1939870
2018-12-03,155.0,155.47999572753906,152.6999969482422,154.0399932861328,145.02052307128906,2077129
2018-12-04,155.0,155.0,152.72000122070312,153.16000366210938,144.19204711914062,1604931
2018-12-05,150.1999969482422,151.9600067138672,149.32000732421875,149.32000732421875,140.576904296875,1094115
2018-12-06,147.0,147.0,142.6199951171875,143.55999755859375,135.15414428710938,1781722
2018-12-07,145.33999633789062,146.0,141.55999755859375,141.55999755859375,133.27127075195312,1407084
2018-12-10,139.32000732421875,143.0,138.6999969482422,140.63999938964844,132.40512084960938,1752759
2018-12-11,143.17999267578125,145.5800018310547,141.89999389648438,142.94000244140625,134.57046508789062,1359802
2018-12-12,144.94000244140625,147.1999969482422,143.60000610351562,146.36000061035156,137.79019165039062,1455686
2018-12-13,147.36000061035156,147.39999389648438,143.5399932861328,144.72000122070312,136.24624633789062,1217330
2018-12-14,142.24000549316406,145.39999389648438,139.63999938964844,144.0800018310547,135.6437225341797,1246215
2018-12-17,143.05999755859375,144.5800018310547,141.1999969482422,144.47999572753906,136.02029418945312,1054911
2018-12-18,142.1999969482422,144.83999633789062,141.55999755859375,143.13999938964844,134.75875854492188,1478947
2018-12-19,140.3000030517578,142.55999755859375,138.05999755859375,140.97999572753906,132.72523498535156,1704218
2018-12-20,135.60000610351562,137.9199981689453,134.16000366210938,134.77999877929688,126.88826751708984,2700361
2018-12-21,133.4199981689453,134.1999969482422,130.86000061035156,132.97999572753906,125.19367218017578,3465516
2018-12-24,130.36000061035156,133.77999877929688,130.3000030517578,130.8800048828125,123.21661376953125,294730
2018-12-27,134.75999450683594,135.47999572753906,131.16000366210938,132.6199951171875,124.8547134399414,1223946
2018-12-28,134.13999938964844,137.63999938964844,133.0,136.6199951171875,128.6205291748047,1125834
2018-12-31,135.8000030517578,137.63999938964844,135.6999969482422,137.16000366210938,129.12890625,278125
2019-01-02,135.60000610351562,138.27999877929688,132.9600067138672,137.4600067138672,129.41134643554688,1081432
2019-01-03,133.47999572753906,133.89999389648438,130.1199951171875,131.74000549316406,124.0262680053711,1767143
2019-01-04,132.16000366210938,134.36000061035156,131.13999938964844,133.6999969482422,125.87147521972656,1469304
2019-01-07,136.0,137.32000732421875,134.8800048828125,137.0399932861328,129.01589965820312,1166373
2019-01-08,136.97999572753906,138.9199981689453,135.25999450683594,136.1199951171875,128.14976501464844,1209734
2019-01-09,138.05999755859375,141.4600067138672,137.67999267578125,141.0,132.74404907226562,1655082
2019-01-10,140.0,140.60000610351562,138.74000549316406,140.13999938964844,131.9344024658203,917269
2019-01-11,141.5,141.5,139.74000549316406,140.77999877929688,132.53689575195312,1024943
2019-01-14,139.55999755859375,140.82000732421875,138.0,138.89999389648438,130.76698303222656,1193495
2019-01-15,140.47999572753906,141.33999633789062,138.5,139.52000427246094,131.3507080078125,1098455
2019-01-16,140.5800018310547,140.86000061035156,138.60000610351562,139.10000610351562,130.95529174804688,1136189
2019-01-17,138.17999267578125,138.17999267578125,136.27999877929688,137.5,129.448974609375,1176437
2019-01-18,139.1199951171875,143.0399932861328,138.39999389648438,142.8800048828125,134.5139923095703,1961371
2019-01-21,143.0,144.0,142.24000549316406,143.5399932861328,135.1352996826172,982472
2019-01-22,142.1199951171875,142.89999389648438,140.0800018310547,141.36000061035156,133.08297729492188,1331203
2019-01-23,136.3000030517578,144.36000061035156,134.5,142.6199951171875,134.26919555664062,2957520
2019-01-24,143.0,149.1199951171875,142.55999755859375,148.8000030517578,140.08734130859375,2676605
2019-01-25,150.24000549316406,154.6999969482422,148.24000549316406,154.44000244140625,145.39710998535156,2185527
2019-01-28,154.44000244140625,154.6199951171875,149.89999389648438,153.24000549316406,144.26739501953125,1848966
2019-01-29,152.27999877929688,153.0800018310547,151.05999755859375,151.66000366210938,142.77992248535156,1304032
2019-01-30,153.10000610351562,154.44000244140625,152.1999969482422,152.5,143.5706787109375,1141320
2019-01-31,154.60000610351562,154.89999389648438,151.24000549316406,153.22000122070312,144.24853515625,1330148
2019-02-01,153.8000030517578,155.5,152.9600067138672,155.5,146.39503479003906,1351265
2019-02-04,156.4199981689453,156.66000366210938,155.39999389648438,156.5,147.3365020751953,1344089
2019-02-05,155.89999389648438,159.17999267578125,155.89999389648438,158.60000610351562,149.3135223388672,1565640
2019-02-06,158.52000427246094,164.0,158.3000030517578,164.0,154.39736938476562,1786487
2019-02-07,163.3800048828125,165.32000732421875,160.0,160.0,150.63156127929688,1939385
2019-02-08,158.1999969482422,160.17999267578125,156.66000366210938,157.67999267578125,148.44740295410156,1318772
2019-02-11,160.02000427246094,160.55999755859375,158.16000366210938,158.6999969482422,149.4076385498047,1088515
2019-02-12,159.72000122070312,161.36000061035156,159.1999969482422,160.5800018310547,151.17759704589844,1078930
2019-02-13,161.77999877929688,162.5,160.32000732421875,161.32000732421875,151.87423706054688,1258735
2019-02-14,163.24000549316406,163.6999969482422,161.5800018310547,162.52000427246094,153.00401306152344,1233319
2019-02-15,161.67999267578125,164.47999572753906,161.36000061035156,163.0800018310547,153.53121948242188,1450759
2019-02-18,163.24000549316406,163.24000549316406,161.77999877929688,162.0,152.5144500732422,681289
2019-02-19,162.3000030517578,162.52000427246094,159.86000061035156,161.13999938964844,151.70481872558594,821767
2019-02-20,160.9600067138672,162.1999969482422,159.8000030517578,161.83999633789062,152.3638153076172,872858
2019-02-21,161.47999572753906,162.39999389648438,159.63999938964844,160.36000061035156,150.970458984375,1076553
2019-02-22,161.5,163.3000030517578,161.5,162.86000061035156,153.32411193847656,856132
